Código da Cozinha,Nome da Cozinha,Endereço da Cozinha,Bairro da Cozinha,CEP,Município da Cozinha,Código IBGE,UF,Email,CNPJ,A cozinha está em funcionamento atualmente?,Em quantos dias da semana a Cozinha Solidária funciona?,Situação,Público Atendido,Público Total Atendido,Quantidade refeições produzidas por dia de trabalho,Latitude,Longitude
CS015548,CANTINA DA TIA SOL,"SHA conjunto 5, ch 93, área especial 2, lote 3, ",Arniqueria,71995-340,BRASÍLIA,5300108,DF,febomsamaritano@gmail.com,18.658.508/0001-47,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",600,400,-15.8308323,-47.9875643
CS018035,CENTRO DE APOIO A CRIANÇA - ITAPIÚNA,"RUA COSMO SANTOS, 93",PLANALTO,62740-000,ITAPIÚNA,2306504,CE,obas_ong@yahoo.com.br,12.459.145/0001-34,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",178,88,-4.5743480,-38.9167650
CS017753,COZINHA AMOR E SABORES,"Rua Rufino de Sousa, S/N",Bananas,62660-000,UMIRIM,2313757,CE,cozinhaamoresesabores@gmail.com,,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",160,80,-3.6732982,-39.3463502
CS018062,ASSOCIAÇÃO COMUNITÁRIA DOS MORADORES DE LAGOA NOVA,"Sítio Lagoa Nova, S/N",Lagoa Nova Dos Firminos,62725-000,OCARA,2309458,CE,obas_ong@yahoo.com.br,00.833.058/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-6.8644363,-38.6948038
CS015261,COZINHA SOLIDÁRIA DA TERRA,"ASSENTAMENTO MILTON SANTOS, S/N - DISTRITO OURICURI, ",ZONA RURAL,57690-000,ATALAIA,2700409,AL,COOPERCANUDOS@GMAIL.COM,18.126.811/0001-07,"Sim, está funcionando normalmente",4 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1200,800,-9.5486802,-36.1716455
CS018152,COZINHA DO ZÉ,"Rua José Joaquim Esteves, 3",Jardim São Luis,05813-030,SÃO PAULO,3550308,SP,lucas.campana@hotmail.com,,"Não, a Cozinha encontra-se paralisada, sem atividade",3 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",2,120,-23.6579270,-46.7285414
CS018017,ASSOCIAÇÃO EVANGÉLICA DE MULUNGU,"SANTA INES, 542",Centro,62764-000,MULUNGU,2309102,CE,obas_ong@yahoo.com.br,07.336.217/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-4.3023897,-38.9934794
CS018119,COZINHA SOLIDÁRIA ANCESTRAL FILHOS DA TERRA,"Avenida Campo Mourão, QUADRA 77 LOTE 19",Guaratiba,23031-080,RIO DE JANEIRO,3304557,RJ,cozinhafilhosdaterra@gmail.com,58.196.837/0001-38,"Sim, está funcionando normalmente",Quinzenalmente,Habilitada,"Mulheres, Crianças, Idosos, Pessoas em situação de rua, Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",480,5,-22.9622272,-43.6050691
CS018154,COZINHA PLENA,"Rua REFINARIA PRESIDENTE BERNARDES, 238",Vila Antonieta,03475-000,SÃO PAULO,3550308,SP,ccavivamentopleno@gmail.com,07.138.056/0001-56,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",505,375,-23.5736523,-46.5185403
CS017938,ASSOCIAÇÃO BENEFICENTE RECRIANDO A VIDA DE ERECHIM,"Rua João Paulo I, 585",Três Vendas,99700-000,ERECHIM,4307005,RS,andreiameirelesam@gmail.com,20.803.114/0001-87,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Jovens, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Outros grupos de pessoas em situação de vulnerabilidade social",565,200,-27.6477546,-52.2991797
CS018040,ASSOCIAÇÃO COMUNITÁRIA DO VALE DO CANDEIA,"Travessa Capitão Porfirio, 69",CANDEIA SÃO SEBASTIÃO,62760-000,BATURITÉ,2302107,CE,obas_ong@yahoo.com.br,07.336.472/0001-69,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-4.2898382,-38.8265717
CS018056,ASSOCIAÇÃO COMUNITÁRIA UNIÃO DOS AGRICULTORES DO SÍTIO JORDÃO,"SÍTIO JORDÃO, ZONA RURAL, N/N",JORDÃO,62760-000,BATURITÉ,2302107,CE,obas_ong@yahoo.com.br,03.765.118/0001-07,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-4.3395381,-38.8913588
CS018160,COZINHA CAEDD,"Rua José Segundo Moura, 124",Guarapes,59280-000,MACAÍBA,2407104,RN,ctemacaiba1989@gmail.com,24.365.611/0001-00,"Sim, está funcionando normalmente",6 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",135,150,-5.8413863,-35.2861023
CS017651,COZINHA SOLIDÁRIA DO CESPP,"Avenida Governador ROberto Silveira, 472",Campo do Prado,28680-000,CACHOEIRAS DE MACACU,3300803,RJ,neiatrabalho@gmail.com,27.789.197/0001-46,Está funcionando com carga horária reduzida,5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",370,600,-22.4600187,-42.6528350
CS017140,COZINHA RAIZ DE JESSE,"AV CAPITAO-MOR PERO DE GOIS, 195",VILA PRIMAVERA,03389-100,SÃO PAULO,3550308,SP,machadonovaesluana@gmail.com,35.591.715/0001-40,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Agricultores Familiares e Campesinos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Assentados da Reforma Agrária, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",885,300,-23.5885459,-46.5250914
CS014710,COZINHA SOLIDÁRIA ITC POLO BRASILÂNDIA,"Rua Luiz Faccini, 548",Vila Teresinha,02853-040,SÃO PAULO,3550308,SP,contatositc@gmail.com,17.793.389/0001-72,"Sim, está funcionando normalmente",1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",232,115,-23.4574220,-46.6979660
CS017821,TEMPEROS E SABORES DA TERRA,"Sítio Jacaré, s/n, s/n",ZONA RURAL,57620-000,IGACI,2703106,AL,ugmaagra@yahoo.com.br,08.027.418/0001-02,"Sim, está funcionando normalmente",Somente em dia de eventos,Habilitada,"Mulheres, Jovens, Crianças, Agricultores Familiares e Campesinos, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento",100,50,-9.5376138,-36.6305904
CS018198,APDRG-ASSOCIAÇAO PROL-DESENVOLVIMENTO RURAL DE GUARIBAS,"SITIO GUARIBAS, S/N",ZONA RURAL,63138-500,CRATO,2304202,CE,ASSOCIACAOGUARIBAS@GMAIL.COM,03.881.481/0001-80,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-7.2299572,-39.4122984
CS017163,AJEUM TIA IRANI E SR CARAZINHO,"Rua Três, 14",Rocinha,22451-570,RIO DE JANEIRO,3304557,RJ,csecrprojeto@gmail.com,10.828.584/0001-41,Está funcionando com carga horária reduzida,3 vezes por semana,Habilitada,"Mulheres, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",107,150,-22.8787349,-43.2292543
CS018204,ASSOCIAÇÃO DE MORADORES ARTISTAS E COMERCIANTES DO BAIRRO ALTO DO ROSÁRIO,"RUA BEATRIZ PEREIRA FEITOSA, 78",ALTO DO ROSARIO,63180-000,BARBALHA,2301901,CE,bezzerafurtado@gmail.com,11.027.396/0001-87,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",180,100,-7.3161519,-39.3089485
CS018226,ASSOCIAÇÃO DE MORADORES DO  DISTRITO HORIZONTE,"RUA JOSÉ DIAS, 57",HORIZONTE,63290-000,JARDIM,2307106,CE,SLAURILUCIA@YAHOO.COM.BR,41.338.435/0001-28,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",200,100,-7.5874736,-39.2771431
CS018238,ASSOCIAÇÃO MÃOS ENSANGUENTADAS DE JESUS,"RUA SANTO ANTONIO, 152",CENTRO,63290-000,JARDIM,2307106,CE,AMEJ.CANALDEGRACAS@GMAIL.COM,14.011.402/0001-04,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",250,100,-7.5869078,-39.2763183
CS017497,ESTRELA NA COZINHA/INSTITUTO ESTRELA AZUL,"Rua Caiçara, 15",Santa Amélia,26115-430,BELFORD ROXO,3300456,RJ,iteaazul@gmail.com,30.920.881/0001-20,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Outros grupos de pessoas em situação de vulnerabilidade social",1250,573,-22.7442766,-43.3885195
CS018015,INSTITUTO RUAH,"Rua Divino Salvador, S/N",Centro,62770-000,PACOTI,2309805,CE,obas_ong@yahoo.com.br,43.523.552/0001-97,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Outros grupos de pessoas em situação de vulnerabilidade social",176,88,-4.2263683,-38.9230803
CS018272,COZINHA SOLIDÁRIA SERRA,"Rua Oliem Bonfim Guimarães, 325",Nossa Senhora do Rosário,30260-640,BELO HORIZONTE,3106200,MG,cozinhasolidariamtstbh@gmail.com,,Está funcionando com carga horária reduzida,2 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",210,150,-19.9329050,-43.9133722
CS015425,COZINHA DO FILZAO,"Rua Dr. Rafael Parisi, 348",Americanopolis,04410-110,SÃO PAULO,3550308,SP,sousadavy52715@gmail.com,47.674.806/0001-29,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1210,450,-23.6816414,-46.6481602
CS018252,INSTITUTO PROJETO EM NOME DA FÉ-IPENF,"RUA MARIA SILVINA TAVARES, 403",MORRO DO INDIO,05873-270,SÃO PAULO,3550308,SP,kleber.barbosa@penf.ong.br,41.502.256/0001-84,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Imigrantes, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",1112,450,-23.6889544,-46.7783937
CS018156,KANTINA AGROECOLÓGICA DA JAQUEIRA,"Sítio Jaqueira - Povoado do Córrego 2, s/n",Distrito de Corta Mão,45300-000,AMARGOSA,2901007,BA,aajaqueira.compras@gmail.com,39.926.376/0001-67,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Pessoas e famílias atingidas por situações de emergência ou calamidade pública, Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",670,250,-13.0720072,-39.5028511
CS016332,COZINHA DA ONG AICC,"Rua Edmilson Bezerra de Mendonça, 558, 558",Aldeia Park,62870-000,PACAJUS,2309607,CE,ongaicc@gmail.com,08.612.978/0001-16,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Grupo específico vinculado a determinada localidade, atividade, serviço ou movimento, Outros grupos de pessoas em situação de vulnerabilidade social",416,100,-4.1801126,-38.4594966
CS018263,COZINHA SOLIDÁRIA ONG ROSA DE SARON,"Avenida Augusto dos anjos, 1334",Bonsucesso,60542-164,FORTALEZA,2304400,CE,ongrosadesaron@hotmail.com,41.173.335/0001-99,"Sim, está funcionando normalmente",5 vezes por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, Pessoas em situação de rua, Outros grupos de pessoas em situação de vulnerabilidade social",50,110,-3.7783465,-38.5776812
CS018109,COZINHA MARIA DA BARRA,"Rua Manoel  Bione de Araujo, 10 B",Vera Cruz,54786-380,CAMARAGIBE,2603454,PE,cozinhamariadabarra@gmail.com,,Está funcionando com carga horária reduzida,1 vez por semana,Habilitada,"Mulheres, Jovens, Crianças, Idosos, População LGBTQIA+, Trabalhadores informais diversos (Motoristas de aplicativos, motoboys, serventes ou outros), Pessoas em situação de rua, Famílias beneﬁciárias do Programa Bolsa Família e famílias inscritas no Cadastro Único , Povos e comunidades tradicionais (indígenas, quilombolas, ribeirinhos, etc.), Outros grupos de pessoas em situação de vulnerabilidade social",300,250,-7.9574318,-35.0073211
